loan_id,customer_id,product_type,loan_amount,interest_rate,tenor_months,ltv_ratio,monthly_installment,origination_date,branch_id,sales_agent_id
LOAN000203,CUST000721,Motorcycle,38791777,0.15445643710777915,12,0.8334419091935866,3509442.8986512674,2023-04-17 07:16:19.760874,4,32
LOAN000204,CUST000336,Motorcycle,33121231,0.14295410197077008,18,0.8624490603972399,2055294.6419789656,2024-03-17 07:16:19.760874,2,7
LOAN000205,CUST000288,Auto,164026349,0.11308047948462963,30,0.8101743146248888,6302302.412394376,2023-03-12 07:16:19.760874,4,87
LOAN000206,CUST000534,Auto,60450116,0.11729897676023275,12,0.8343846823667986,5363284.322777917,2024-01-22 07:16:19.760874,16,87
LOAN000207,CUST000022,Motorcycle,34855624,0.15395367474634009,36,0.8905488010889353,1215041.0696495746,2022-04-06 07:16:19.760874,4,46
LOAN000208,CUST000074,Auto,58605437,0.10536262159528222,12,0.8064103843445571,5166977.2845080225,2024-03-16 07:16:19.760874,9,61
LOAN000209,CUST000413,Auto,94484689,0.06870052213116443,30,0.8500974761144086,3436677.2715061647,2023-10-01 07:16:19.760874,17,18
LOAN000210,CUST000942,Motorcycle,9752920,0.15944188409578586,24,0.831197417448296,477273.2567854682,2025-03-05 07:16:19.760874,20,71
LOAN000211,CUST000723,Motorcycle,48698260,0.14194886118123093,30,0.8891798347839727,1937785.5428766923,2022-08-21 07:16:19.760874,2,40
LOAN000212,CUST000082,Auto,59041060,0.12854017805398124,60,0.9,1338957.5524545917,2023-07-19 07:16:19.760874,3,88
LOAN000213,CUST000842,Auto,53223459,0.10376566135433386,42,0.9,1516650.4591151082,2022-08-17 07:16:19.760874,15,78
LOAN000214,CUST000734,Property,116644515,0.1030563683736719,120,0.8425984556890439,1561275.2803969379,2023-03-22 07:16:19.760874,7,50
LOAN000215,CUST000605,Auto,157316094,0.09445657780034657,30,0.8660838821329386,5907878.549883166,2025-02-22 07:16:19.760874,4,5
LOAN000216,CUST000821,Property,335545696,0.059278648839035136,162,0.8384706601485965,3014274.6324686413,2022-10-12 07:16:19.760874,12,54
LOAN000217,CUST000403,Motorcycle,18675539,0.131672661016524,30,0.871891861503093,733968.6468453329,2023-06-12 07:16:19.760874,1,86
LOAN000218,CUST000220,Auto,80400595,0.09108496484139678,12,0.8719115764366256,7035196.606638071,2024-09-28 07:16:19.760874,17,58
LOAN000219,CUST000504,Auto,58262692,0.09812330418039131,30,0.8682959961531981,2197914.1797624803,2024-02-14 07:16:19.760874,4,22
LOAN000220,CUST000540,Auto,161275283,0.08853938147575557,30,0.9,6012468.847583763,2023-10-10 07:16:19.760874,4,74
LOAN000221,CUST000531,Auto,57252262,0.10451332547041894,24,0.8692842538939147,2653843.6491841916,2022-08-09 07:16:19.760874,9,90
LOAN000222,CUST000553,Auto,292516134,0.12414732255827322,48,0.8677947045990618,7762771.188613766,2025-02-22 07:16:19.760874,10,79
LOAN000223,CUST000948,Motorcycle,16016403,0.13633972730564062,30,0.8188724419603736,633023.417341662,2022-09-26 07:16:19.760874,19,38
LOAN000224,CUST000899,Auto,56280475,0.0709872764804617,18,0.8797674330572385,3305343.670442594,2022-08-06 07:16:19.760874,19,49
LOAN000225,CUST000872,Motorcycle,35499222,0.08289625217056015,24,0.9,1610226.9343237828,2023-11-24 07:16:19.760874,15,1
LOAN000226,CUST000802,Motorcycle,21845126,0.1370701139934056,18,0.8656403479701291,1349547.4832743981,2024-09-29 07:16:19.760874,17,78
LOAN000227,CUST000943,Auto,93135272,0.09758767350345056,30,0.8747075795632722,3511138.9752303283,2025-02-24 07:16:19.760874,7,36
LOAN000228,CUST000092,Auto,107025074,0.09033653410150175,24,0.8157882383211352,4891065.64166311,2023-12-03 07:16:19.760874,3,95
LOAN000229,CUST000263,Auto,84795557,0.06474044685947923,54,0.9,1814318.7940393253,2022-06-14 07:16:19.760874,5,28
LOAN000230,CUST000487,Auto,101771206,0.08284533646789961,48,0.7861853486331088,2498147.599590971,2022-12-26 07:16:19.760874,16,98
LOAN000231,CUST000842,Motorcycle,46248182,0.17761054199315823,30,0.8189240956653071,1920305.4137232592,2024-04-21 07:16:19.760874,7,35
LOAN000232,CUST000496,Auto,55118063,0.08056880005448117,36,0.9,1728646.4218252278,2023-06-15 07:16:19.760874,16,60
LOAN000233,CUST000750,Motorcycle,34470738,0.15346790216039724,24,0.8828106606447587,1677055.7072375086,2022-05-05 07:16:19.760874,9,62
LOAN000234,CUST000136,Motorcycle,32480601,0.16139099032251336,24,0.8794371867020099,1592510.853264731,2024-10-12 07:16:19.760874,1,87
LOAN000235,CUST000252,Motorcycle,49530416,0.1517582675211538,24,0.778656957330295,2405703.5790821025,2022-04-19 07:16:19.760874,3,46
LOAN000236,CUST000733,Motorcycle,24468911,0.15956425018884768,30,0.8834190807378784,994439.586164065,2023-09-04 07:16:19.760874,8,83
LOAN000237,CUST000167,Motorcycle,45076719,0.1360763201576414,24,0.7698067013407576,2155917.2105943323,2022-04-05 07:16:19.760874,18,82
LOAN000238,CUST000353,Auto,116410599,0.10091921872097868,48,0.8561588313708397,2957615.1225881875,2023-04-15 07:16:19.760874,18,79
LOAN000239,CUST000263,Auto,50049857,0.07601591349808715,30,0.9,1837133.7150622865,2024-12-20 07:16:19.760874,19,61
LOAN000240,CUST000351,Motorcycle,47959240,0.17211519039329512,36,0.7926990939318161,1714930.6303178815,2023-03-08 07:16:19.760874,7,65
LOAN000241,CUST000709,Auto,115752103,0.1033330636220775,30,0.7991500012326638,4394710.436137389,2023-01-18 07:16:19.760874,20,89
LOAN000242,CUST000370,Motorcycle,9016238,0.1459073354916715,30,0.8493381235477648,360483.75712298905,2023-08-10 07:16:19.760874,6,26
LOAN000243,CUST000544,Motorcycle,14797806,0.13669711745294894,36,0.8608912762342797,503383.3479799478,2024-02-29 07:16:19.760874,11,35
LOAN000244,CUST000094,Motorcycle,18787146,0.13830929793480826,30,0.8907690861830649,744299.9599640636,2024-02-02 07:16:19.760874,5,57
LOAN000245,CUST000805,Motorcycle,11050566,0.17911465378840138,18,0.8002715580031672,704623.7110760382,2024-05-13 07:16:19.760874,12,79
LOAN000246,CUST000372,Motorcycle,28895140,0.18185449937969195,24,0.9,1445154.4030275657,2024-07-23 07:16:19.760874,1,63
LOAN000247,CUST000644,Motorcycle,18222663,0.1310320501943072,36,0.9,614899.7721599065,2022-09-12 07:16:19.760874,19,4
LOAN000248,CUST000728,Motorcycle,28428618,0.16960390526655092,18,0.9,1799852.618746222,2023-01-14 07:16:19.760874,11,79
LOAN000249,CUST000208,Motorcycle,17832156,0.1680005178193006,24,0.9,879949.9078302198,2023-06-07 07:16:19.760874,15,42
LOAN000250,CUST000880,Motorcycle,27667973,0.1377422998318815,36,0.8135162302972759,942594.6584547042,2022-04-09 07:16:19.760874,16,45
LOAN000251,CUST000611,Property,235133719,0.07165626387704879,84,0.8365717626355589,3567865.9609703305,2024-12-29 07:16:19.760874,3,39
LOAN000252,CUST000424,Motorcycle,8846006,0.18221682510550485,24,0.8284285322925933,442577.00127392623,2024-02-28 07:16:19.760874,11,65
LOAN000253,CUST000181,Motorcycle,8235025,0.19291866617185632,24,0.9,416284.9174587797,2024-02-18 07:16:19.760874,11,22
LOAN000254,CUST000941,Motorcycle,47656268,0.1688499013722539,18,0.9,3015474.9423559015,2022-08-18 07:16:19.760874,10,11
LOAN000255,CUST000757,Motorcycle,22589413,0.15686714327851722,18,0.8409289149032709,1416547.1293319773,2024-07-25 07:16:19.760874,2,37
LOAN000256,CUST000206,Auto,57428695,0.08865105437543297,48,0.9,1425439.8869239877,2022-06-23 07:16:19.760874,20,90
LOAN000257,CUST000338,Property,116033155,0.07541070295560122,72,0.9,2008534.707525561,2024-08-13 07:16:19.760874,5,51
LOAN000258,CUST000812,Auto,69011762,0.12350315652588284,54,0.8661858130209458,1672254.2676474124,2023-12-19 07:16:19.760874,8,91
LOAN000259,CUST000696,Motorcycle,28864974,0.1696127678400217,30,0.8576551734714283,1187217.85347371,2023-04-23 07:16:19.760874,13,58
LOAN000260,CUST000768,Motorcycle,11839665,0.17668947697093082,12,0.9,1083595.9099564045,2022-11-20 07:16:19.760874,15,77
LOAN000261,CUST000435,Property,112984854,0.08391881262245585,126,0.8340081733086215,1351988.647197171,2022-07-09 07:16:19.760874,2,7
LOAN000262,CUST000718,Auto,58279543,0.13361859664531398,30,0.9,2295846.7932855994,2024-05-21 07:16:19.760874,12,8
LOAN000263,CUST000387,Motorcycle,18939761,0.12921633036870125,12,0.8230061622420047,1690951.5753636921,2025-01-09 07:16:19.760874,8,51
LOAN000264,CUST000210,Motorcycle,26550228,0.14349629568249547,18,0.8725183892863115,1648215.1575700173,2022-07-13 07:16:19.760874,19,23
LOAN000265,CUST000629,Auto,51780453,0.10126766785275437,36,0.8470573215626332,1673893.0452515292,2024-10-08 07:16:19.760874,1,90
LOAN000266,CUST000977,Auto,68005104,0.11690546594084192,48,0.9,1780520.0207005918,2023-01-05 07:16:19.760874,8,91
LOAN000267,CUST000312,Motorcycle,37161128,0.16142622321965672,30,0.8901231318345307,1513621.723299264,2023-02-24 07:16:19.760874,10,9
LOAN000268,CUST000454,Motorcycle,39379867,0.11481915331021081,18,0.8650862672751422,2391998.411495034,2024-12-28 07:16:19.760874,13,46
LOAN000269,CUST000672,Auto,52737727,0.10510476476859534,60,0.9,1133813.1698933053,2023-10-25 07:16:19.760874,5,38
LOAN000270,CUST000534,Motorcycle,7145741,0.15557505174986316,12,0.9,646843.8544332534,2022-04-15 07:16:19.760874,9,13
LOAN000271,CUST000839,Motorcycle,5353021,0.19300875059462838,24,0.8996864293305162,270621.5411616234,2023-06-17 07:16:19.760874,10,7
LOAN000272,CUST000764,Motorcycle,37348883,0.14469434519775154,24,0.9,1801521.4460536938,2024-09-22 07:16:19.760874,14,11
LOAN000273,CUST000056,Property,113087298,0.09001402910230066,156,0.8579971085752036,1232381.309790467,2023-10-20 07:16:19.760874,11,74
LOAN000274,CUST000999,Motorcycle,7480819,0.10467366124752173,18,0.8926269274362842,450887.6434290172,2022-04-02 07:16:19.760874,14,97
LOAN000275,CUST000754,Property,101885519,0.07402618938954858,66,0.8960721081059089,1883935.863250931,2022-06-25 07:16:19.760874,3,50
LOAN000276,CUST000861,Property,332513296,0.09000820497768414,180,0.8004580636883717,3372733.55012171,2022-12-23 07:16:19.760874,16,67
LOAN000277,CUST000647,Auto,52638153,0.09121864202734242,48,0.8739051540670105,1312950.7087321505,2023-07-22 07:16:19.760874,20,41
LOAN000278,CUST000853,Auto,117869876,0.08607228415814369,42,0.8130178165075129,3260317.434520616,2024-11-28 07:16:19.760874,17,29
LOAN000279,CUST000107,Motorcycle,33782752,0.16572124312110625,30,0.8210365234717192,1383073.6917890727,2024-11-04 07:16:19.760874,5,37
LOAN000280,CUST000348,Motorcycle,37242043,0.20423280662320703,30,0.8954799221915765,1595482.6465037956,2023-12-03 07:16:19.760874,7,56
LOAN000281,CUST000873,Motorcycle,32678300,0.15736496045382936,18,0.871935991614893,2049973.5750936917,2022-10-12 07:16:19.760874,17,80
LOAN000282,CUST000198,Motorcycle,17786113,0.134235140912264,18,0.8902465655180839,1096431.5492494956,2023-11-06 07:16:19.760874,20,16
LOAN000283,CUST000073,Motorcycle,38953548,0.1289722610349442,24,0.9,1850042.798938557,2024-02-12 07:16:19.760874,11,44
LOAN000284,CUST000790,Motorcycle,13143787,0.1438650102369049,18,0.9,816182.3715431505,2022-11-24 07:16:19.760874,12,50
LOAN000285,CUST000834,Auto,128611213,0.0830308495541402,60,0.868521700607458,2626466.879208933,2024-03-28 07:16:19.760874,2,71
LOAN000286,CUST000165,Property,112260279,0.08008024241859267,180,0.8649247757029409,1073337.7937209958,2023-01-19 07:16:19.760874,19,79
LOAN000287,CUST000851,Auto,199570297,0.10523721318580548,18,0.9,12033790.083692735,2025-02-14 07:16:19.760874,5,6
LOAN000288,CUST000687,Property,103892143,0.09136111080363662,66,0.7790245273755998,2008454.3417738597,2024-12-11 07:16:19.760874,11,18
LOAN000289,CUST000513,Auto,220759238,0.1023679866697929,54,0.9,5118893.584210853,2024-03-06 07:16:19.760874,19,19
LOAN000290,CUST000830,Property,278777803,0.08061161263568975,60,0.8346965766952397,5660772.232931649,2022-09-18 07:16:19.760874,7,51
LOAN000291,CUST000414,Auto,51865638,0.09447329409911566,54,0.9,1182780.3245684367,2023-12-24 07:16:19.760874,6,66
LOAN000292,CUST000191,Auto,50947708,0.10122375529579779,12,0.8900129870463482,4482013.198917871,2022-04-18 07:16:19.760874,11,3
LOAN000293,CUST000281,Auto,76686530,0.10316572058797152,12,0.847300235644488,6753260.483979916,2024-04-24 07:16:19.760874,14,89
LOAN000294,CUST000496,Motorcycle,17343659,0.1862401593175646,18,0.9,1111791.670878833,2023-11-24 07:16:19.760874,4,100
LOAN000295,CUST000523,Property,128767356,0.0835891758374066,84,0.8201393875782249,2030098.7668213225,2024-12-18 07:16:19.760874,8,54
LOAN000296,CUST000806,Motorcycle,32597750,0.15820980357637504,30,0.9,1322662.5927854674,2022-06-01 07:16:19.760874,9,49
LOAN000297,CUST000792,Property,105175032,0.07124555071336254,120,0.8687681951716721,1227933.6131434564,2025-03-02 07:16:19.760874,2,28
LOAN000298,CUST000569,Motorcycle,37296651,0.11481546638200316,24,0.8924493774542438,1746666.4375614594,2024-11-05 07:16:19.760874,11,38
LOAN000299,CUST000782,Motorcycle,13713504,0.16911549976221635,36,0.8468935293977776,488320.36401884176,2022-04-12 07:16:19.760874,20,28
LOAN000300,CUST000188,Property,102087558,0.08301204719091722,78,0.8383789087392124,1697934.428930824,2025-01-28 07:16:19.760874,7,32
LOAN000301,CUST000047,Auto,50183193,0.13130820779652505,24,0.8488633607632599,2388885.247816968,2023-05-21 07:16:19.760874,4,41
LOAN000302,CUST000871,Auto,85248571,0.10859467161780176,42,0.8860088656700297,2448896.12337369,2025-02-07 07:16:19.760874,14,36
LOAN000303,CUST000071,Property,115831478,0.07897458228490026,168,0.9,1141525.118814878,2024-07-29 07:16:19.760874,1,36
LOAN000304,CUST000246,Property,114999808,0.07232162381325309,174,0.8129187027270137,1068761.9521109874,2023-02-21 07:16:19.760874,12,87
LOAN000305,CUST000695,Property,102002781,0.07328692408628915,132,0.8889859971094536,1127863.8702466988,2023-08-13 07:16:19.760874,19,66
LOAN000306,CUST000408,Property,191215553,0.07397199294635974,90,0.8904745732353931,2774569.8565886216,2025-03-17 07:16:19.760874,5,10
LOAN000307,CUST000872,Auto,59449405,0.13293584217510626,18,0.8708458788209756,3661171.1831871895,2024-01-20 07:16:19.760874,8,70
LOAN000308,CUST000297,Property,113951061,0.0817523917154871,72,0.7395522851441042,2007695.6767298772,2024-08-12 07:16:19.760874,11,72
LOAN000309,CUST000013,Motorcycle,8362631,0.16418445209783497,12,0.758219979412267,760405.6126700324,2023-10-11 07:16:19.760874,4,79
LOAN000310,CUST000300,Property,105828781,0.07139700157808386,174,0.8668462400133303,978068.6225947305,2024-04-21 07:16:19.760874,15,93
LOAN000311,CUST000566,Motorcycle,21897375,0.14089681838589024,36,0.850437711327634,749354.5274006735,2024-03-01 07:16:19.760874,20,63
LOAN000312,CUST000378,Motorcycle,8512228,0.11552714993239444,30,0.9,328039.5440232186,2023-10-29 07:16:19.760874,12,92
LOAN000313,CUST000528,Motorcycle,34547987,0.14463957337176048,24,0.9,1666330.7404198023,2024-04-24 07:16:19.760874,20,22
LOAN000314,CUST000873,Auto,74507465,0.06789247780567037,24,0.8917780411031581,3328777.2654979173,2024-06-15 07:16:19.760874,10,98
LOAN000315,CUST000910,Auto,102917710,0.096660823386941,12,0.8172206313528317,9032126.25232998,2022-06-05 07:16:19.760874,16,20
LOAN000316,CUST000264,Property,318714323,0.07924979620253532,126,0.7910265425651708,3734076.7403576355,2022-03-29 07:16:19.760874,8,33
LOAN000317,CUST000456,Property,117042582,0.0754300816617477,156,0.8099162202536322,1179481.919798612,2023-12-15 07:16:19.760874,20,15
LOAN000318,CUST000540,Auto,116942753,0.07805712260459073,48,0.842697600781614,2844261.2880964037,2023-11-01 07:16:19.760874,8,7
LOAN000319,CUST000949,Motorcycle,33103310,0.10520430563373206,36,0.8799446644497344,1076257.3963362526,2024-03-06 07:16:19.760874,6,88
LOAN000320,CUST000999,Motorcycle,19947184,0.07569623799368738,30,0.9,731891.5692923262,2023-10-05 07:16:19.760874,3,90
LOAN000321,CUST000232,Motorcycle,22998203,0.15708470166231248,24,0.9,1122862.636979847,2023-05-03 07:16:19.760874,8,50
LOAN000322,CUST000730,Auto,95905023,0.09406796783954258,36,0.9,3067944.0619812813,2023-03-12 07:16:19.760874,10,10
LOAN000323,CUST000380,Property,194889150,0.08555446182202929,162,0.9,2032445.958830888,2022-06-25 07:16:19.760874,5,79
LOAN000324,CUST000008,Motorcycle,18324257,0.18342270860482635,30,0.8720887158365822,766095.7918767044,2024-12-20 07:16:19.760874,11,37
LOAN000325,CUST000010,Motorcycle,48323326,0.14532547334396356,12,0.7797147959692021,4350929.965466321,2022-11-15 07:16:19.760874,4,59
LOAN000326,CUST000454,Motorcycle,18988076,0.1570078524378473,30,0.9,769340.797110365,2023-09-27 07:16:19.760874,17,88
LOAN000327,CUST000480,Auto,77198978,0.08327610298591659,18,0.8752000936491307,4577120.480796823,2024-02-28 07:16:19.760874,3,75
LOAN000328,CUST000022,Motorcycle,44234437,0.10095660665747164,36,0.831673604650398,1429308.346863945,2022-08-22 07:16:19.760874,18,63
LOAN000329,CUST000687,Auto,110133024,0.1290949907074118,60,0.9,2500765.4179247837,2023-03-06 07:16:19.760874,8,21
LOAN000330,CUST000293,Auto,114640061,0.07564906416488008,60,0.9,2300689.169833623,2022-05-02 07:16:19.760874,12,79
LOAN000331,CUST000549,Motorcycle,49826607,0.07670564084307804,24,0.843718831855376,2246043.438292781,2023-11-01 07:16:19.760874,16,79
LOAN000332,CUST000300,Property,110643399,0.08162156664087415,132,0.9,1272723.9188548594,2022-08-04 07:16:19.760874,14,37
LOAN000333,CUST000169,Motorcycle,14605768,0.17008315114627404,30,0.8836445083707706,601071.6007355056,2023-05-29 07:16:19.760874,16,45
LOAN000334,CUST000406,Auto,55698102,0.11792999340400333,30,0.7532301917414442,2152761.408647379,2024-04-11 07:16:19.760874,4,14
LOAN000335,CUST000229,Motorcycle,41031176,0.18948528244590065,30,0.8501354147188923,1727709.976789552,2022-08-09 07:16:19.760874,1,43
LOAN000336,CUST000527,Property,106769610,0.09274653124038341,84,0.9,1732744.0370182625,2025-01-06 07:16:19.760874,1,85
LOAN000337,CUST000196,Motorcycle,6406034,0.13401491193660228,30,0.854623235832741,252478.32979292414,2022-12-06 07:16:19.760874,15,84
LOAN000338,CUST000500,Property,114108653,0.08627590732284046,126,0.9,1379966.7116358445,2023-08-13 07:16:19.760874,20,33
LOAN000339,CUST000159,Motorcycle,12852168,0.15853157138590782,30,0.7980941679330353,521680.6505634668,2024-01-21 07:16:19.760874,20,3
LOAN000340,CUST000668,Motorcycle,18626677,0.16231963084006953,36,0.8340213473785486,656993.8373094546,2022-05-20 07:16:19.760874,3,87
LOAN000341,CUST000755,Auto,82036309,0.07962953474353554,54,0.8698577123305286,1812581.53570196,2022-04-19 07:16:19.760874,14,44
LOAN000342,CUST000105,Auto,57258936,0.12379623933733748,36,0.9,1912214.6948171225,2024-10-23 07:16:19.760874,9,87
LOAN000343,CUST000459,Auto,50276297,0.09042891466564563,18,0.9,2997338.450591013,2024-05-29 07:16:19.760874,19,91
LOAN000344,CUST000066,Motorcycle,15671663,0.19865621243355153,36,0.846455497639021,581342.6771469822,2022-12-10 07:16:19.760874,8,35
LOAN000345,CUST000590,Property,117667729,0.09396155798486691,60,0.9,2465274.2112012785,2023-01-21 07:16:19.760874,2,25
LOAN000346,CUST000263,Property,112653187,0.07900278452169862,66,0.8756820802023065,2109992.6531214756,2023-06-21 07:16:19.760874,4,96
LOAN000347,CUST000520,Auto,59128446,0.09813591929185493,60,0.8487697978646643,1250888.3270662206,2023-02-16 07:16:19.760874,1,86
LOAN000348,CUST000510,Auto,50985255,0.11515723936872753,60,0.8770094474476027,1121701.205966881,2023-08-16 07:16:19.760874,11,8
LOAN000349,CUST000923,Auto,130787840,0.08394269519532144,24,0.8685935251661495,5938725.781180868,2023-06-03 07:16:19.760874,5,62
LOAN000350,CUST000540,Auto,166820349,0.1536418962729938,18,0.8408081954311077,10435667.070673311,2024-01-21 07:16:19.760874,2,18
LOAN000351,CUST000570,Motorcycle,40535080,0.1345873736345022,18,0.9,2499467.509867331,2023-04-14 07:16:19.760874,13,92
LOAN000352,CUST000401,Property,117536660,0.08428280879007512,150,0.9,1270020.1950627137,2024-10-09 07:16:19.760874,17,28
LOAN000353,CUST000949,Property,103624956,0.0996875730943396,78,0.9,1810430.5870432416,2023-09-30 07:16:19.760874,17,75
LOAN000354,CUST000778,Motorcycle,23662968,0.14833774464631957,24,0.8811324789013871,1145470.0719849793,2022-11-28 07:16:19.760874,18,12
LOAN000355,CUST000281,Property,199934463,0.07062603550494019,84,0.8284184265403878,3023669.2033256213,2025-01-10 07:16:19.760874,9,64
LOAN000356,CUST000840,Motorcycle,31195461,0.16621152143320994,24,0.9,1536701.560023426,2022-07-16 07:16:19.760874,6,2
LOAN000357,CUST000426,Auto,55122656,0.08907552631067789,12,0.847648119251799,4818194.852436803,2024-12-09 07:16:19.760874,20,59
LOAN000358,CUST000830,Motorcycle,35588325,0.1448041133505879,12,0.7723952832093284,3203423.1506769257,2023-07-02 07:16:19.760874,3,37
LOAN000359,CUST000823,Motorcycle,11320965,0.17618369517846463,36,0.8550044573863701,407115.9304706876,2024-05-12 07:16:19.760874,8,4
LOAN000360,CUST000186,Motorcycle,24986489,0.18259440368671145,24,0.9,1250562.4771741282,2025-03-17 07:16:19.760874,3,41
LOAN000361,CUST000703,Auto,58842665,0.1377525024125201,60,0.8423025852821009,1362319.290426284,2024-02-11 07:16:19.760874,1,45
LOAN000362,CUST000289,Auto,149192176,0.10029388191088734,54,0.88573398469723,3444354.1829915587,2024-07-31 07:16:19.760874,20,34
LOAN000363,CUST000296,Auto,59988448,0.08930944820125106,48,0.897692900817174,1490848.8388743242,2024-05-03 07:16:19.760874,13,87
LOAN000364,CUST000295,Property,104921882,0.06224050301199947,132,0.9,1099752.2821371679,2022-09-16 07:16:19.760874,5,13
LOAN000365,CUST000729,Motorcycle,13744685,0.14810931067860328,18,0.8793749817358724,856236.7302648916,2025-01-11 07:16:19.760874,16,7
LOAN000366,CUST000227,Motorcycle,39791687,0.14352208891950835,36,0.8513139553791774,1366802.4145539994,2022-05-05 07:16:19.760874,16,32
LOAN000367,CUST000001,Motorcycle,17093612,0.18077182286875307,18,0.887110605169213,1091300.2955497694,2023-12-13 07:16:19.760874,12,23
LOAN000368,CUST000717,Auto,55442367,0.10277270057060903,18,0.9,3336789.143899878,2023-10-29 07:16:19.760874,13,49
LOAN000369,CUST000173,Motorcycle,17168828,0.11763801302399442,30,0.8984370641735854,663348.2704130122,2023-01-23 07:16:19.760874,4,72
LOAN000370,CUST000099,Property,103825579,0.08878734173003192,138,0.863996949881615,1203266.6281104104,2022-12-18 07:16:19.760874,9,47
LOAN000371,CUST000235,Motorcycle,20432080,0.11221886175102111,30,0.8415277861023115,784225.4939172427,2024-07-06 07:16:19.760874,16,37
LOAN000372,CUST000382,Property,103396788,0.0784473069589624,72,0.8666532945120751,1805051.884671989,2023-06-21 07:16:19.760874,1,98
LOAN000373,CUST000468,Auto,62108462,0.12500128967487936,36,0.8737609947082812,2077757.074821129,2024-03-21 07:16:19.760874,5,48
LOAN000374,CUST000041,Auto,70799704,0.11775607871157698,42,0.9,2065022.886548757,2023-03-15 07:16:19.760874,5,29
LOAN000375,CUST000971,Property,412866206,0.08141114496705593,72,0.75804525938244,7267363.231788859,2024-12-31 07:16:19.760874,19,37
LOAN000376,CUST000718,Property,101755391,0.09756958173417885,78,0.8827383943168674,1766791.051937557,2025-03-16 07:16:19.760874,9,23
LOAN000377,CUST000323,Property,106618171,0.08569339172925299,72,0.8966113943608106,1899140.3856495272,2024-01-10 07:16:19.760874,8,38
LOAN000378,CUST000320,Motorcycle,46960068,0.16338884409908927,12,0.8504258783152329,4268261.733952132,2024-02-16 07:16:19.760874,19,93
LOAN000379,CUST000442,Property,110031283,0.06930002109490646,144,0.8628089811463501,1127439.419451411,2024-08-20 07:16:19.760874,18,44
LOAN000380,CUST000623,Property,231074569,0.07055091277314933,102,0.8831700023578227,3018654.224438823,2024-04-15 07:16:19.760874,15,5
LOAN000381,CUST000146,Property,233864164,0.0976775735796021,78,0.8023310350999888,4061895.610975261,2025-02-07 07:16:19.760874,4,52
LOAN000382,CUST000186,Motorcycle,47201763,0.12610558144504913,24,0.8182400506356324,2235433.240290099,2023-11-30 07:16:19.760874,15,40
LOAN000383,CUST000858,Auto,52962496,0.1017163263911279,60,0.8908898558211362,1129774.4331938047,2022-09-17 07:16:19.760874,13,11
LOAN000384,CUST000256,Property,107443737,0.08546134680587292,72,0.9,1912617.2676813193,2024-02-03 07:16:19.760874,18,78
LOAN000385,CUST000382,Motorcycle,7035333,0.14484568608591977,30,0.8796333937282188,280925.23121765995,2024-01-29 07:16:19.760874,20,2
LOAN000386,CUST000868,Motorcycle,33925221,0.11847323302803911,24,0.9,1594560.1890323458,2022-11-22 07:16:19.760874,5,35
LOAN000387,CUST000660,Motorcycle,9457539,0.13994570583665422,18,0.8693052192899063,585541.1113410214,2023-11-29 07:16:19.760874,18,45
LOAN000388,CUST000341,Motorcycle,45858322,0.15381018255835638,18,0.8511526018006085,2869091.6302598445,2022-04-18 07:16:19.760874,8,49
LOAN000389,CUST000683,Motorcycle,28945393,0.08993572340278347,12,0.7602478442972207,2531231.086969661,2024-08-08 07:16:19.760874,1,35
LOAN000390,CUST000019,Auto,66704225,0.11780764191530096,24,0.9,3133174.550686849,2024-10-22 07:16:19.760874,19,92
LOAN000391,CUST000736,Property,121096144,0.08923971427871623,102,0.7851324643103841,1698082.257136655,2024-11-28 07:16:19.760874,17,72
LOAN000392,CUST000479,Motorcycle,13389848,0.1859510570812038,12,0.8933454543182309,1231376.6131140823,2023-01-30 07:16:19.760874,2,32
LOAN000393,CUST000815,Motorcycle,47082290,0.1373525306567912,30,0.9,1863130.9416338026,2024-03-25 07:16:19.760874,19,68
LOAN000394,CUST000956,Auto,168555132,0.09521175648630936,18,0.8439228187259159,10085807.305609796,2022-09-03 07:16:19.760874,16,71
LOAN000395,CUST000925,Auto,50665504,0.08457649415099695,12,0.9,4418040.731129835,2024-03-31 07:16:19.760874,18,39
LOAN000396,CUST000908,Auto,68104116,0.10017408659302467,48,0.7682922354635435,1727865.7580245489,2022-07-23 07:16:19.760874,2,48
LOAN000397,CUST000504,Motorcycle,20456332,0.16906380326489737,36,0.8357200215584024,728371.2650231232,2023-10-13 07:16:19.760874,6,91
LOAN000398,CUST000362,Auto,71372159,0.110440372211983,42,0.7913465969979887,2056587.174711083,2022-07-17 07:16:19.760874,7,37
LOAN000399,CUST000458,Property,116111964,0.07391048494843876,90,0.8509378708087341,1684449.0611093794,2024-12-22 07:16:19.760874,6,60
LOAN000400,CUST000691,Auto,189393259,0.0800649619518847,54,0.7728517969505275,4188526.70829958,2023-09-30 07:16:19.760874,6,81
LOAN000401,CUST000880,Auto,71009914,0.0701619507461375,54,0.8288566912479178,1537304.383165978,2025-03-06 07:16:19.760874,9,74
LOAN000402,CUST000205,Auto,100346761,0.09363397971791332,42,0.8551220722162832,2811274.8835921627,2024-02-14 07:16:19.760874,8,4
LOAN000403,CUST000916,Auto,95153513,0.10896372046683567,18,0.8464703658067262,5753992.594682004,2022-10-28 07:16:19.760874,9,23
