loan_id,payment_date,mob,amount_due,amount_paid,payment_status,dpd
LOAN000291,2024-02-22,2,1182780.3245684367,1182780.3245684367,Paid,0
LOAN000291,2024-03-23,3,1182780.3245684367,1182780.3245684367,Paid,0
LOAN000292,2022-05-18,1,4482013.198917871,3162433.685528582,Partial,3
LOAN000292,2022-06-17,2,4482013.198917871,910636.859928363,Partial,42
LOAN000292,2022-07-17,3,4482013.198917871,2102574.2625663187,Partial,51
LOAN000293,2024-05-24,1,6753260.483979916,5854070.741665787,Partial,19
LOAN000293,2024-06-23,2,6753260.483979916,3058882.670597224,Partial,47
LOAN000293,2024-07-23,3,6753260.483979916,4364649.051323992,Partial,70
LOAN000294,2023-12-24,1,1111791.670878833,1111791.670878833,Paid,0
LOAN000294,2024-01-23,2,1111791.670878833,972034.2233374536,Partial,7
LOAN000294,2024-02-22,3,1111791.670878833,1111791.670878833,Paid,0
LOAN000295,2025-01-17,1,2030098.7668213225,1429031.3584865986,Partial,2
LOAN000295,2025-02-16,2,2030098.7668213225,1873881.8257154138,Partial,10
LOAN000295,2025-03-18,3,2030098.7668213225,1487825.9756490765,Partial,9
LOAN000296,2022-07-01,1,1322662.5927854674,771120.5035859572,Partial,36
LOAN000296,2022-07-31,2,1322662.5927854674,1178883.8586770468,Partial,29
LOAN000296,2022-08-30,3,1322662.5927854674,1262334.334823724,Partial,27
LOAN000297,2025-04-01,1,1227933.6131434564,1208871.1540581293,Partial,1
LOAN000297,2025-05-01,2,1227933.6131434564,1175298.7118003361,Partial,21
LOAN000297,2025-05-31,3,1227933.6131434564,110531.4849963592,Partial,32
LOAN000298,2024-12-05,1,1746666.4375614594,1746666.4375614594,Paid,0
LOAN000298,2025-01-04,2,1746666.4375614594,1746666.4375614594,Paid,0
LOAN000298,2025-02-03,3,1746666.4375614594,1606651.9370449225,Partial,6
LOAN000299,2022-05-12,1,488320.36401884176,488320.36401884176,Paid,0
LOAN000299,2022-06-11,2,488320.36401884176,488320.36401884176,Paid,0
LOAN000299,2022-07-11,3,488320.36401884176,488320.36401884176,Paid,0
LOAN000300,2025-02-27,1,1697934.428930824,1697934.428930824,Paid,0
LOAN000300,2025-03-29,2,1697934.428930824,1697934.428930824,Paid,0
LOAN000300,2025-04-28,3,1697934.428930824,1341030.203200377,Partial,9
LOAN000301,2023-06-20,1,2388885.247816968,2388885.247816968,Paid,0
LOAN000301,2023-07-20,2,2388885.247816968,2281174.6569640734,Partial,29
LOAN000301,2023-08-19,3,2388885.247816968,544337.5729526589,Partial,30
LOAN000302,2025-03-09,1,2448896.12337369,2448896.12337369,Paid,0
LOAN000302,2025-04-08,2,2448896.12337369,2448896.12337369,Paid,0
LOAN000302,2025-05-08,3,2448896.12337369,2019908.6466266518,Partial,1
LOAN000303,2024-08-28,1,1141525.118814878,969054.876664792,Partial,1
LOAN000303,2024-09-27,2,1141525.118814878,924906.9035810967,Partial,0
LOAN000303,2024-10-27,3,1141525.118814878,1096945.369698255,Partial,7
LOAN000304,2023-03-23,1,1068761.9521109874,1068761.9521109874,Paid,0
LOAN000304,2023-04-22,2,1068761.9521109874,809482.1845122131,Partial,19
LOAN000304,2023-05-22,3,1068761.9521109874,510359.2511287028,Partial,40
LOAN000305,2023-09-12,1,1127863.8702466988,889140.4925950044,Partial,7
LOAN000305,2023-10-12,2,1127863.8702466988,671197.8214480561,Partial,43
LOAN000305,2023-11-11,3,1127863.8702466988,14380.063193813601,Partial,52
LOAN000306,2025-04-16,1,2774569.8565886216,2774569.8565886216,Paid,0
LOAN000306,2025-05-16,2,2774569.8565886216,2229020.4425314968,Partial,18
LOAN000306,2025-06-15,3,2774569.8565886216,1906537.081063065,Partial,83
LOAN000307,2024-02-19,1,3661171.1831871895,657851.9487059319,Partial,57
LOAN000307,2024-03-20,2,3661171.1831871895,3661171.1831871895,Paid,0
LOAN000307,2024-04-19,3,3661171.1831871895,3661171.1831871895,Paid,0
LOAN000308,2024-09-11,1,2007695.6767298772,2007695.6767298772,Paid,0
LOAN000308,2024-10-11,2,2007695.6767298772,122757.72519165158,Partial,57
LOAN000308,2024-11-10,3,2007695.6767298772,934861.1241727464,Partial,71
LOAN000309,2023-11-10,1,760405.6126700324,356496.1594355075,Partial,59
LOAN000309,2023-12-10,2,760405.6126700324,171664.86135901225,Partial,78
LOAN000309,2024-01-09,3,760405.6126700324,368984.42415457993,Partial,107
LOAN000310,2024-05-21,1,978068.6225947305,978068.6225947305,Paid,0
LOAN000310,2024-06-20,2,978068.6225947305,806217.6572865975,Partial,21
LOAN000310,2024-07-20,3,978068.6225947305,214063.79617510983,Partial,45
LOAN000311,2024-03-31,1,749354.5274006735,749354.5274006735,Paid,0
LOAN000311,2024-04-30,2,749354.5274006735,629511.5553769169,Partial,26
LOAN000311,2024-05-30,3,749354.5274006735,674310.4181456093,Partial,29
LOAN000312,2023-11-28,1,328039.5440232186,328039.5440232186,Paid,0
LOAN000312,2023-12-28,2,328039.5440232186,328039.5440232186,Paid,0
LOAN000312,2024-01-27,3,328039.5440232186,328039.5440232186,Paid,0
LOAN000313,2024-05-24,1,1666330.7404198023,1666330.7404198023,Paid,0
LOAN000313,2024-06-23,2,1666330.7404198023,1265741.8152830487,Partial,23
LOAN000313,2024-07-23,3,1666330.7404198023,753402.153123367,Partial,49
LOAN000314,2024-07-15,1,3328777.2654979173,3328777.2654979173,Paid,0
LOAN000314,2024-08-14,2,3328777.2654979173,462600.4537728289,Partial,51
LOAN000314,2024-09-13,3,3328777.2654979173,484678.8486964768,Partial,87
LOAN000315,2022-07-05,1,9032126.25232998,6754650.238879271,Partial,28
LOAN000315,2022-08-04,2,9032126.25232998,9032126.25232998,Paid,0
LOAN000315,2022-09-03,3,9032126.25232998,9032126.25232998,Paid,0
LOAN000316,2022-04-28,1,3734076.7403576355,3179165.173916776,Partial,2
LOAN000316,2022-05-28,2,3734076.7403576355,3529579.483777124,Partial,6
LOAN000316,2022-06-27,3,3734076.7403576355,3161399.035342028,Partial,13
LOAN000317,2024-01-14,1,1179481.919798612,1179481.919798612,Paid,0
LOAN000317,2024-02-13,2,1179481.919798612,1179481.919798612,Paid,0
LOAN000317,2024-03-14,3,1179481.919798612,957119.4201626842,Partial,6
LOAN000318,2023-12-01,1,2844261.2880964037,2210672.5051717097,Partial,22
LOAN000318,2023-12-31,2,2844261.2880964037,479318.27668969973,Partial,40
LOAN000318,2024-01-30,3,2844261.2880964037,1696291.9838451212,Partial,44
LOAN000319,2024-04-05,1,1076257.3963362526,1076257.3963362526,Paid,0
LOAN000319,2024-05-05,2,1076257.3963362526,1076257.3963362526,Paid,0
LOAN000319,2024-06-04,3,1076257.3963362526,1076257.3963362526,Paid,0
LOAN000320,2023-11-04,1,731891.5692923262,731891.5692923262,Paid,0
LOAN000320,2023-12-04,2,731891.5692923262,731891.5692923262,Paid,0
LOAN000320,2024-01-03,3,731891.5692923262,731891.5692923262,Paid,0
LOAN000321,2023-06-02,1,1122862.636979847,1122862.636979847,Paid,0
LOAN000321,2023-07-02,2,1122862.636979847,1005634.1407689564,Partial,22
LOAN000321,2023-08-01,3,1122862.636979847,919727.240185306,Partial,24
LOAN000322,2023-04-11,1,3067944.0619812813,3067944.0619812813,Paid,0
LOAN000322,2023-05-11,2,3067944.0619812813,3067944.0619812813,Paid,0
LOAN000322,2023-06-10,3,3067944.0619812813,3067944.0619812813,Paid,0
LOAN000323,2022-07-25,1,2032445.958830888,1818114.3754475487,Partial,18
LOAN000323,2022-08-24,2,2032445.958830888,1919865.9338633982,Partial,19
LOAN000323,2022-09-23,3,2032445.958830888,1457168.8012351529,Partial,20
LOAN000324,2025-01-19,1,766095.7918767044,766095.7918767044,Paid,0
LOAN000324,2025-02-18,2,766095.7918767044,766095.7918767044,Paid,0
LOAN000324,2025-03-20,3,766095.7918767044,687091.767605846,Partial,5
LOAN000325,2022-12-15,1,4350929.965466321,4350929.965466321,Paid,0
LOAN000325,2023-01-14,2,4350929.965466321,4350929.965466321,Paid,0
LOAN000325,2023-02-13,3,4350929.965466321,4350929.965466321,Paid,0
LOAN000326,2023-10-27,1,769340.797110365,706466.2165669687,Partial,11
LOAN000326,2023-11-26,2,769340.797110365,769340.797110365,Paid,0
LOAN000326,2023-12-26,3,769340.797110365,769340.797110365,Paid,0
LOAN000327,2024-03-29,1,4577120.480796823,3666776.0178638203,Partial,28
LOAN000327,2024-04-28,2,4577120.480796823,2932692.5279629664,Partial,38
LOAN000327,2024-05-28,3,4577120.480796823,2276386.2341422816,Partial,63
LOAN000328,2022-09-21,1,1429308.346863945,1429308.346863945,Paid,0
LOAN000328,2022-10-21,2,1429308.346863945,1429308.346863945,Paid,0
LOAN000328,2022-11-20,3,1429308.346863945,1429308.346863945,Paid,0
LOAN000329,2023-04-05,1,2500765.4179247837,2500765.4179247837,Paid,0
LOAN000329,2023-05-05,2,2500765.4179247837,2500765.4179247837,Paid,0
LOAN000329,2023-06-04,3,2500765.4179247837,2500765.4179247837,Paid,0
LOAN000330,2022-06-01,1,2300689.169833623,2300689.169833623,Paid,0
LOAN000330,2022-07-01,2,2300689.169833623,2004610.0695087658,Partial,9
LOAN000330,2022-07-31,3,2300689.169833623,1691209.1944506157,Partial,3
LOAN000331,2023-12-01,1,2246043.438292781,2246043.438292781,Paid,0
LOAN000331,2023-12-31,2,2246043.438292781,2246043.438292781,Paid,0
LOAN000331,2024-01-30,3,2246043.438292781,2246043.438292781,Paid,0
LOAN000332,2022-09-03,1,1272723.9188548594,1272723.9188548594,Paid,0
LOAN000332,2022-10-03,2,1272723.9188548594,1272723.9188548594,Paid,0
LOAN000332,2022-11-02,3,1272723.9188548594,1272723.9188548594,Paid,0
LOAN000333,2023-06-28,1,601071.6007355056,601071.6007355056,Paid,0
LOAN000333,2023-07-28,2,601071.6007355056,601071.6007355056,Paid,0
LOAN000333,2023-08-27,3,601071.6007355056,601071.6007355056,Paid,0
LOAN000334,2024-05-11,1,2152761.408647379,1661850.4712216896,Partial,14
LOAN000334,2024-06-10,2,2152761.408647379,357532.64123780193,Partial,48
LOAN000334,2024-07-10,3,2152761.408647379,589684.0399908938,Partial,96
LOAN000335,2022-09-08,1,1727709.976789552,1252096.2570579594,Partial,27
LOAN000335,2022-10-08,2,1727709.976789552,705678.9494160389,Partial,58
LOAN000335,2022-11-07,3,1727709.976789552,105295.78957802495,Partial,61
LOAN000336,2025-02-05,1,1732744.0370182625,1732744.0370182625,Paid,0
LOAN000336,2025-03-07,2,1732744.0370182625,1732744.0370182625,Paid,0
LOAN000336,2025-04-06,3,1732744.0370182625,1732744.0370182625,Paid,0
LOAN000337,2023-01-05,1,252478.32979292414,188896.38714802352,Partial,24
LOAN000337,2023-02-04,2,252478.32979292414,174341.2353665327,Partial,53
LOAN000337,2023-03-06,3,252478.32979292414,119583.72502366974,Partial,69
LOAN000338,2023-09-12,1,1379966.7116358445,1379966.7116358445,Paid,0
LOAN000338,2023-10-12,2,1379966.7116358445,1379966.7116358445,Paid,0
LOAN000338,2023-11-11,3,1379966.7116358445,1379966.7116358445,Paid,0
LOAN000339,2024-02-20,1,521680.6505634668,420158.55782433116,Partial,28
LOAN000339,2024-03-21,2,521680.6505634668,38129.73470315416,Partial,51
LOAN000339,2024-04-20,3,521680.6505634668,22229.264141525127,Partial,80
LOAN000340,2022-06-19,1,656993.8373094546,582322.0968259837,Partial,14
LOAN000340,2022-07-19,2,656993.8373094546,495400.3611257498,Partial,4
LOAN000340,2022-08-18,3,656993.8373094546,656993.8373094546,Paid,0
LOAN000341,2022-05-19,1,1812581.53570196,1045081.615708512,Partial,35
LOAN000341,2022-06-18,2,1812581.53570196,1409748.5327152319,Partial,16
LOAN000341,2022-07-18,3,1812581.53570196,1475836.677758137,Partial,3
LOAN000342,2024-11-22,1,1912214.6948171225,1416351.2038789515,Partial,13
LOAN000342,2024-12-22,2,1912214.6948171225,1683396.0204724215,Partial,13
LOAN000342,2025-01-21,3,1912214.6948171225,1782980.8190465083,Partial,6
LOAN000343,2024-06-28,1,2997338.450591013,2997338.450591013,Paid,0
LOAN000343,2024-07-28,2,2997338.450591013,2997338.450591013,Paid,0
LOAN000343,2024-08-27,3,2997338.450591013,2997338.450591013,Paid,0
LOAN000344,2023-01-09,1,581342.6771469822,412683.88226679823,Partial,15
LOAN000344,2023-02-08,2,581342.6771469822,396559.73966120504,Partial,34
LOAN000344,2023-03-10,3,581342.6771469822,294329.82009263436,Partial,72
LOAN000345,2023-02-20,1,2465274.2112012785,2021507.2134729337,Partial,25
LOAN000345,2023-03-22,2,2465274.2112012785,2307109.3536966466,Partial,19
LOAN000345,2023-04-21,3,2465274.2112012785,2248985.472142626,Partial,12
LOAN000346,2023-07-21,1,2109992.6531214756,2109992.6531214756,Paid,0
LOAN000346,2023-08-20,2,2109992.6531214756,1676909.0163224041,Partial,13
LOAN000346,2023-09-19,3,2109992.6531214756,1823452.7447409115,Partial,13
LOAN000347,2023-03-18,1,1250888.3270662206,1250888.3270662206,Paid,0
LOAN000347,2023-04-17,2,1250888.3270662206,1250888.3270662206,Paid,0
LOAN000347,2023-05-17,3,1250888.3270662206,1250888.3270662206,Paid,0
LOAN000348,2023-09-15,1,1121701.205966881,1121701.205966881,Paid,0
LOAN000348,2023-10-15,2,1121701.205966881,1121701.205966881,Paid,0
LOAN000348,2023-11-14,3,1121701.205966881,1121701.205966881,Paid,0
LOAN000349,2023-07-03,1,5938725.781180868,5938725.781180868,Paid,0
LOAN000349,2023-08-02,2,5938725.781180868,5938725.781180868,Paid,0
LOAN000349,2023-09-01,3,5938725.781180868,5938725.781180868,Paid,0
LOAN000350,2024-02-20,1,10435667.070673311,10435667.070673311,Paid,0
LOAN000350,2024-03-21,2,10435667.070673311,10435667.070673311,Paid,0
LOAN000350,2024-04-20,3,10435667.070673311,10435667.070673311,Paid,0
LOAN000351,2023-05-14,1,2499467.509867331,2499467.509867331,Paid,0
LOAN000351,2023-06-13,2,2499467.509867331,2499467.509867331,Paid,0
LOAN000351,2023-07-13,3,2499467.509867331,2499467.509867331,Paid,0
LOAN000352,2024-11-08,1,1270020.1950627137,1270020.1950627137,Paid,0
LOAN000352,2024-12-08,2,1270020.1950627137,913114.305532741,Partial,5
LOAN000352,2025-01-07,3,1270020.1950627137,1038378.8200132847,Partial,5
LOAN000353,2023-10-30,1,1810430.5870432416,1810430.5870432416,Paid,0
LOAN000353,2023-11-29,2,1810430.5870432416,876412.8940186434,Partial,59
LOAN000353,2023-12-29,3,1810430.5870432416,512384.02497606905,Partial,70
LOAN000354,2022-12-28,1,1145470.0719849793,1145470.0719849793,Paid,0
LOAN000354,2023-01-27,2,1145470.0719849793,1145470.0719849793,Paid,0
LOAN000354,2023-02-26,3,1145470.0719849793,1145470.0719849793,Paid,0
LOAN000355,2025-02-09,1,3023669.2033256213,3023669.2033256213,Paid,0
LOAN000355,2025-03-11,2,3023669.2033256213,3023669.2033256213,Paid,0
LOAN000355,2025-04-10,3,3023669.2033256213,3023669.2033256213,Paid,0
LOAN000356,2022-08-15,1,1536701.560023426,1536701.560023426,Paid,0
LOAN000356,2022-09-14,2,1536701.560023426,1536701.560023426,Paid,0
LOAN000356,2022-10-14,3,1536701.560023426,1536701.560023426,Paid,0
LOAN000357,2025-01-08,1,4818194.852436803,4818194.852436803,Paid,0
LOAN000357,2025-02-07,2,4818194.852436803,4818194.852436803,Paid,0
LOAN000357,2025-03-09,3,4818194.852436803,4427082.6937344065,Partial,6
LOAN000358,2023-08-01,1,3203423.1506769257,2750300.186813345,Partial,1
LOAN000358,2023-08-31,2,3203423.1506769257,939279.7341162452,Partial,30
LOAN000358,2023-09-30,3,3203423.1506769257,595794.147245682,Partial,82
LOAN000359,2024-06-11,1,407115.9304706876,335548.36035563453,Partial,21
LOAN000359,2024-07-11,2,407115.9304706876,132612.90859287043,Partial,39
LOAN000359,2024-08-10,3,407115.9304706876,95978.83496886033,Partial,40
LOAN000360,2025-04-16,1,1250562.4771741282,876417.4736712213,Partial,21
LOAN000360,2025-05-16,2,1250562.4771741282,712099.8818125887,Partial,33
LOAN000360,2025-06-15,3,1250562.4771741282,325122.4273780189,Partial,81
LOAN000361,2024-03-12,1,1362319.290426284,1362319.290426284,Paid,0
LOAN000361,2024-04-11,2,1362319.290426284,1362319.290426284,Paid,0
LOAN000361,2024-05-11,3,1362319.290426284,1362319.290426284,Paid,0
LOAN000362,2024-08-30,1,3444354.1829915587,2425494.0507790945,Partial,12
LOAN000362,2024-09-29,2,3444354.1829915587,3444354.1829915587,Paid,0
LOAN000362,2024-10-29,3,3444354.1829915587,3444354.1829915587,Paid,0
LOAN000363,2024-06-02,1,1490848.8388743242,1490848.8388743242,Paid,0
LOAN000363,2024-07-02,2,1490848.8388743242,781710.0827992408,Partial,57
LOAN000363,2024-08-01,3,1490848.8388743242,914206.9479425756,Partial,60
LOAN000364,2022-10-16,1,1099752.2821371679,1099752.2821371679,Paid,0
LOAN000364,2022-11-15,2,1099752.2821371679,1099752.2821371679,Paid,0
LOAN000364,2022-12-15,3,1099752.2821371679,973823.9641916341,Partial,8
LOAN000365,2025-02-10,1,856236.7302648916,856236.7302648916,Paid,0
LOAN000365,2025-03-12,2,856236.7302648916,706447.477261684,Partial,16
LOAN000365,2025-04-11,3,856236.7302648916,421875.0210483581,Partial,44
LOAN000366,2022-06-04,1,1366802.4145539994,1366802.4145539994,Paid,0
LOAN000366,2022-07-04,2,1366802.4145539994,1366802.4145539994,Paid,0
LOAN000366,2022-08-03,3,1366802.4145539994,1070992.0846984866,Partial,2
LOAN000367,2024-01-12,1,1091300.2955497694,1091300.2955497694,Paid,0
LOAN000367,2024-02-11,2,1091300.2955497694,1091300.2955497694,Paid,0
LOAN000367,2024-03-12,3,1091300.2955497694,1091300.2955497694,Paid,0
LOAN000368,2023-11-28,1,3336789.143899878,3079059.383517,Partial,8
LOAN000368,2023-12-28,2,3336789.143899878,1498013.690486691,Partial,30
LOAN000368,2024-01-27,3,3336789.143899878,422363.20135193906,Partial,31
LOAN000369,2023-02-22,1,663348.2704130122,663348.2704130122,Paid,0
LOAN000369,2023-03-24,2,663348.2704130122,663348.2704130122,Paid,0
LOAN000369,2023-04-23,3,663348.2704130122,565682.6051622928,Partial,7
LOAN000370,2023-01-17,1,1203266.6281104104,1203266.6281104104,Paid,0
LOAN000370,2023-02-16,2,1203266.6281104104,1203266.6281104104,Paid,0
LOAN000370,2023-03-18,3,1203266.6281104104,935850.1796729955,Partial,1
LOAN000371,2024-08-05,1,784225.4939172427,659214.0054243461,Partial,3
LOAN000371,2024-09-04,2,784225.4939172427,784225.4939172427,Paid,0
LOAN000371,2024-10-04,3,784225.4939172427,784225.4939172427,Paid,0
LOAN000372,2023-07-21,1,1805051.884671989,1216002.4964026883,Partial,43
LOAN000372,2023-08-20,2,1805051.884671989,980855.137232375,Partial,33
LOAN000372,2023-09-19,3,1805051.884671989,1763071.7210305044,Partial,9
LOAN000373,2024-04-20,1,2077757.074821129,2077757.074821129,Paid,0
LOAN000373,2024-05-20,2,2077757.074821129,2077757.074821129,Paid,0
LOAN000373,2024-06-19,3,2077757.074821129,2077757.074821129,Paid,0
LOAN000374,2023-04-14,1,2065022.886548757,2065022.886548757,Paid,0
LOAN000374,2023-05-14,2,2065022.886548757,2065022.886548757,Paid,0
LOAN000374,2023-06-13,3,2065022.886548757,2065022.886548757,Paid,0
LOAN000375,2025-01-30,1,7267363.231788859,7267363.231788859,Paid,0
LOAN000375,2025-03-01,2,7267363.231788859,7267363.231788859,Paid,0
LOAN000375,2025-03-31,3,7267363.231788859,6689598.044497776,Partial,4
LOAN000376,2025-04-15,1,1766791.051937557,1766791.051937557,Paid,0
LOAN000376,2025-05-15,2,1766791.051937557,1766791.051937557,Paid,0
LOAN000376,2025-06-14,3,1766791.051937557,1766791.051937557,Paid,0
LOAN000377,2024-02-09,1,1899140.3856495272,1899140.3856495272,Paid,0
LOAN000377,2024-03-10,2,1899140.3856495272,1899140.3856495272,Paid,0
LOAN000377,2024-04-09,3,1899140.3856495272,1899140.3856495272,Paid,0
LOAN000378,2024-03-17,1,4268261.733952132,3257692.251365834,Partial,24
LOAN000378,2024-04-16,2,4268261.733952132,4268261.733952132,Paid,0
LOAN000378,2024-05-16,3,4268261.733952132,4268261.733952132,Paid,0
LOAN000379,2024-09-19,1,1127439.419451411,871561.1162373052,Partial,5
LOAN000379,2024-10-19,2,1127439.419451411,1025693.6631327288,Partial,17
LOAN000379,2024-11-18,3,1127439.419451411,831826.9638340196,Partial,27
LOAN000380,2024-05-15,1,3018654.224438823,3018654.224438823,Paid,0
LOAN000380,2024-06-14,2,3018654.224438823,3018654.224438823,Paid,0
LOAN000380,2024-07-14,3,3018654.224438823,2978848.4573989813,Partial,5
LOAN000381,2025-03-09,1,4061895.610975261,4061895.610975261,Paid,0
LOAN000381,2025-04-08,2,4061895.610975261,2036921.1906640779,Partial,57
LOAN000381,2025-05-08,3,4061895.610975261,2596970.271016817,Partial,71
LOAN000382,2023-12-30,1,2235433.240290099,2235433.240290099,Paid,0
LOAN000382,2024-01-29,2,2235433.240290099,1893159.6845948189,Partial,29
LOAN000382,2024-02-28,3,2235433.240290099,963100.2493852649,Partial,47
LOAN000383,2022-10-17,1,1129774.4331938047,1129774.4331938047,Paid,0
LOAN000383,2022-11-16,2,1129774.4331938047,1129774.4331938047,Paid,0
LOAN000383,2022-12-16,3,1129774.4331938047,1024803.5419617628,Partial,3
LOAN000384,2024-03-04,1,1912617.2676813193,1912617.2676813193,Paid,0
LOAN000384,2024-04-03,2,1912617.2676813193,1912617.2676813193,Paid,0
LOAN000384,2024-05-03,3,1912617.2676813193,1552497.7471295213,Partial,7
LOAN000385,2024-02-28,1,280925.23121765995,280925.23121765995,Paid,0
LOAN000385,2024-03-29,2,280925.23121765995,280925.23121765995,Paid,0
LOAN000385,2024-04-28,3,280925.23121765995,273151.46748117317,Partial,6
LOAN000386,2022-12-22,1,1594560.1890323458,1594560.1890323458,Paid,0
LOAN000386,2023-01-21,2,1594560.1890323458,1594560.1890323458,Paid,0
LOAN000386,2023-02-20,3,1594560.1890323458,1417862.6885623748,Partial,7
LOAN000387,2023-12-29,1,585541.1113410214,585541.1113410214,Paid,0
LOAN000387,2024-01-28,2,585541.1113410214,585541.1113410214,Paid,0
LOAN000387,2024-02-27,3,585541.1113410214,451878.83257648523,Partial,9
LOAN000388,2022-05-18,1,2869091.6302598445,2108656.751423484,Partial,7
LOAN000388,2022-06-17,2,2869091.6302598445,1579012.5015660797,Partial,32
LOAN000388,2022-07-17,3,2869091.6302598445,1408765.2955912582,Partial,76
LOAN000389,2024-09-07,1,2531231.086969661,2531231.086969661,Paid,0
LOAN000389,2024-10-07,2,2531231.086969661,2531231.086969661,Paid,0
LOAN000389,2024-11-06,3,2531231.086969661,2531231.086969661,Paid,0
LOAN000390,2024-11-21,1,3133174.550686849,3133174.550686849,Paid,0
LOAN000390,2024-12-21,2,3133174.550686849,3133174.550686849,Paid,0
LOAN000390,2025-01-20,3,3133174.550686849,3133174.550686849,Paid,0
LOAN000391,2024-12-28,1,1698082.257136655,1698082.257136655,Paid,0
LOAN000391,2025-01-27,2,1698082.257136655,1698082.257136655,Paid,0
LOAN000391,2025-02-26,3,1698082.257136655,1342540.9699532255,Partial,2
LOAN000392,2023-03-01,1,1231376.6131140823,1231376.6131140823,Paid,0
LOAN000392,2023-03-31,2,1231376.6131140823,1003189.1102257336,Partial,10
LOAN000392,2023-04-30,3,1231376.6131140823,948917.9069718573,Partial,16
LOAN000393,2024-04-24,1,1863130.9416338026,1565767.6793871706,Partial,12
LOAN000393,2024-05-24,2,1863130.9416338026,113587.59557721777,Partial,30
LOAN000393,2024-06-23,3,1863130.9416338026,1035403.4968105076,Partial,54
LOAN000394,2022-10-03,1,10085807.305609796,10085807.305609796,Paid,0
LOAN000394,2022-11-02,2,10085807.305609796,10085807.305609796,Paid,0
LOAN000394,2022-12-02,3,10085807.305609796,9804249.901231976,Partial,8
LOAN000395,2024-04-30,1,4418040.731129835,97811.95574260839,Partial,54
LOAN000395,2024-05-30,2,4418040.731129835,1158121.0251776632,Partial,73
LOAN000395,2024-06-29,3,4418040.731129835,20128.826928522267,Partial,98
LOAN000396,2022-08-22,1,1727865.7580245489,1707161.5767377967,Partial,1
LOAN000396,2022-09-21,2,1727865.7580245489,1356959.239275997,Partial,5
LOAN000396,2022-10-21,3,1727865.7580245489,1727865.7580245489,Paid,0
LOAN000397,2023-11-12,1,728371.2650231232,728371.2650231232,Paid,0
LOAN000397,2023-12-12,2,728371.2650231232,728371.2650231232,Paid,0
LOAN000397,2024-01-11,3,728371.2650231232,728371.2650231232,Paid,0
LOAN000398,2022-08-16,1,2056587.174711083,2056587.174711083,Paid,0
LOAN000398,2022-09-15,2,2056587.174711083,2056587.174711083,Paid,0
LOAN000398,2022-10-15,3,2056587.174711083,1473730.2269744386,Partial,1
LOAN000399,2025-01-21,1,1684449.0611093794,1173549.2076154053,Partial,59
LOAN000399,2025-02-20,2,1684449.0611093794,452988.08640002157,Partial,78
LOAN000399,2025-03-22,3,1684449.0611093794,842032.4381388766,Partial,131
LOAN000400,2023-10-30,1,4188526.70829958,4188526.70829958,Paid,0
LOAN000400,2023-11-29,2,4188526.70829958,4188526.70829958,Paid,0
LOAN000400,2023-12-29,3,4188526.70829958,3940774.9902539416,Partial,1
LOAN000401,2025-04-05,1,1537304.383165978,1537304.383165978,Paid,0
LOAN000401,2025-05-05,2,1537304.383165978,1537304.383165978,Paid,0
LOAN000401,2025-06-04,3,1537304.383165978,1537304.383165978,Paid,0
LOAN000402,2024-03-15,1,2811274.8835921627,2811274.8835921627,Paid,0
LOAN000402,2024-04-14,2,2811274.8835921627,2811274.8835921627,Paid,0
LOAN000402,2024-05-14,3,2811274.8835921627,2811274.8835921627,Paid,0
LOAN000403,2022-11-27,1,5753992.594682004,5753992.594682004,Paid,0
LOAN000403,2022-12-27,2,5753992.594682004,4299262.629540006,Partial,1
LOAN000403,2023-01-26,3,5753992.594682004,5753992.594682004,Paid,0
LOAN000404,2025-02-16,1,2981280.436083668,2981280.436083668,Paid,0
LOAN000404,2025-03-18,2,2981280.436083668,2981280.436083668,Paid,0
LOAN000404,2025-04-17,3,2981280.436083668,2981280.436083668,Paid,0
LOAN000405,2024-06-19,1,1276698.913580847,705130.500292127,Partial,50
LOAN000405,2024-07-19,2,1276698.913580847,144073.79959373007,Partial,70
LOAN000405,2024-08-18,3,1276698.913580847,840263.6963056023,Partial,104
LOAN000406,2024-07-10,1,583678.9665747965,583678.9665747965,Paid,0
LOAN000406,2024-08-09,2,583678.9665747965,583678.9665747965,Paid,0
LOAN000406,2024-09-08,3,583678.9665747965,583678.9665747965,Paid,0
LOAN000407,2023-02-22,1,3089445.438876419,3089445.438876419,Paid,0
LOAN000407,2023-03-24,2,3089445.438876419,3089445.438876419,Paid,0
LOAN000407,2023-04-23,3,3089445.438876419,2464402.2833765727,Partial,6
LOAN000408,2025-01-24,1,5958107.6027797,5958107.6027797,Paid,0
LOAN000408,2025-02-23,2,5958107.6027797,5958107.6027797,Paid,0
LOAN000408,2025-03-25,3,5958107.6027797,5958107.6027797,Paid,0
LOAN000409,2024-05-06,1,896489.9466942701,896489.9466942701,Paid,0
LOAN000409,2024-06-05,2,896489.9466942701,839812.8653161322,Partial,23
LOAN000409,2024-07-05,3,896489.9466942701,697842.660041328,Partial,23
LOAN000410,2025-03-11,1,1072550.0487913375,1072550.0487913375,Paid,0
LOAN000410,2025-04-10,2,1072550.0487913375,947326.2505828867,Partial,16
LOAN000410,2025-05-10,3,1072550.0487913375,176480.28467472247,Partial,44
LOAN000411,2025-01-31,1,2729615.5706292144,2729615.5706292144,Paid,0
